"全国地方公共団体コード","法人番号","ID","地方公共団体名","イベント名","言語コード","イベント通称","サブタイトル","イベント名_カナ","イベント名_英語","コンテンツURL","状態","キーワード","タグ","対象となる産業","開催パターン","開始日","終了日","開始時間","終了時間","開始日時特記事項","所要時間","掲載開始日","掲載終了日","概要","説明","サブイベント","イベント種類","料金(基本)","料金(詳細)","連絡先名称","連絡先電話番号","連絡先内線番号","主催者","共催団体","関連組織","対象者","対象者備考","場所名称","集合（受付）場所","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","アクセス方法","駐車場情報","駐車場料金","駐輪場情報","Web開催","Web開催URL","ツール・環境","定員","定員備考","料金種別","決済種別","外国語対応","外国語対応備考","開催条件","参加申込終了日","参加申込終了時間","参加申込方法","申込開始日","申込開始時刻","申込URL","URL","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","画像","画像_ライセンス","備考","my door OSAKAフラグ","外部連携フラグ"
"270008","","","","りんくう公園開設30周年記念イベント","","","","","","https://rinku.osaka-park.or.jp/","","","","","","2026-09-27","2026-09-27","","","","","2026-06-24","2026-09-27","","りんくう公園は1996年10月1日に開設し、今年2026年10月1日で30周年となります それを記念してイベントを開催します","","","","一部あり","りんくう公園管理事務所","072-469-7717","","","","","","","りんくう公園","","","","","","","","","","34.411920","135.293940","","","","","","","","","","","","","","","9999-12-31","","申込不要　当日、イベント会場にお越しください","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/rinkukoen.jpg","","","1","1"
"270008","","","","サンセットヨガ","","","","","","https://rinku.osaka-park.or.jp/","","","","","","2026-09-12","2026-09-12","","","","","2026-06-24","2026-09-12","","海に沈む夕日を眺めながら心と体をリラックス","","","","500円","りんくう公園管理事務所","072-469-7717","","","","","","","りんくう公園","","","","","","","","","","34.411920","135.293940","","","","","","","","","","","","","","","9999-12-31","","事前要申込　８月１２日（水）１０：００より電話または受付フォーム","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/rinkukoen.jpg","","","1","1"
"270008","","","","ぬり絵で楽しむ水彩画","","","","","","https://oizumi.osaka-park.or.jp/event/","","","","","","2026-09-20","2026-09-20","","","","","2026-06-24","2026-09-20","","大泉緑地の風景を基にした「下絵」を使って、見本を見ながら水彩絵の具で着色し、自分だけの一枚を完成させます。（大きさA4程度）","","","","無料","花と緑の相談所","072-251-0871","","","","","","","大泉緑地","","","","","","","","","","34.566020","135.524190","","","","","","","","","","","","","","","9999-12-31","","＊開催日の１ヶ月前から花と緑の相談所 窓口または、電話にて　受け付けます。（先着順、午前１０時から午後５時まで。）　＊定員になり次第、受付終了。受付開始日が火曜日(休館日)の　場合は翌日(水曜日)から受け付けます。　＊キャンセルされる場合は、講習日の１０日前までに必ず　ご連絡ください。それ以後は材料代の発生する講習会は　実費をいただく場合があります。　＊講習会当日は１５分前から受け付けを開始いたします。　都合により講師が変更になる場合があります。予めご了承　ください。","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/oizumiryokuchi.jpg","","","1","1"
"270008","","","","レッツ久宝探検隊","","","","","","https://kyuhoji-ryokuchi.jp/","","","","","","2026-09-27","2026-09-27","","","","","2026-06-24","2026-09-27","","『昆虫観察会～不思議な昆虫の世界へようこそ～』公園内にはどんな昆虫がいるのかな？ 昆虫の特徴や鳴き声などを観察してみよう！","","","","なし","久宝寺緑地管理事務所","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","開催日の１か月前より久宝寺緑地管理事務所窓口またはお電話にて受付","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","みどり塾","","","","","","https://kyuhoji-ryokuchi.jp/","","","","","","2026-09-20","2026-09-20","","","","","2026-06-24","2026-09-20","","『季節の寄せ植え』","","","","2800円","久宝寺緑地管理事務所","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","開催日の１か月前より久宝寺緑地管理事務所窓口またはお電話にて受付","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","久宝寺こうえんマルシェ","","","","","","https://kyuhoji-marche.jimdofree.com/","","","","","","2026-09-27","2026-09-27","","","","","2026-06-24","2026-09-27","","久宝寺こうえんマルシェは毎月第4日曜日に開催します。（12月を除く） 旬の味、新鮮さを大事にした地元農産物、人と自然にやさしい加工品、農を生かす料理の出店やワークショップなど。ぜひお気軽に遊びに来てください。","","","","なし（販売品などは有料）","久宝寺緑地管理事務所","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","不要　　（出店希望の方は久宝寺こうえんマルシェ　出店申込から応募してください）","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","大阪ピンコロクラブ","","","","","","https://kyuhoji-ryokuchi.jp/","","","","","","2026-09-26","2026-09-26","","","","","2026-06-24","2026-09-26","","『うんどう教室』 介護に頼らない、自立した生活を送るためのお手伝いとして、生活にかかわりの深いうんどうプログラムをトレーナーが教えてくれます。","","","","なし","久宝寺緑地管理事務所","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","不要　当日、現地にてご参加ください","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","大阪ピンコロクラブ","","","","","","https://kyuhoji-ryokuchi.jp/","","","","","","2026-09-12","2026-09-12","","","","","2026-06-24","2026-09-12","","『うんどう教室』 介護に頼らない、自立した生活を送るためのお手伝いとして、生活にかかわりの深いうんどうプログラムをトレーナーが教えてくれます.","","","","なし","久宝寺緑地管理事務所","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","不要　当日、現地にてご参加ください","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","ノルディックウォーク講習会","","","","","","https://kyuhoji-ryokuchi.jp/","","","","","","2026-09-06","2026-09-06","","","","","2026-06-24","2026-09-06","","『いつまでも自分の足で歩けるカラダづくり』 姿勢がよくなったり、歩幅が広がる若返りのノルディックウォーキング。ポールを使った全身運動です。","","","","1，000円","久宝寺緑地管理事務","072-992-2489","","","","","","","久宝寺緑地","","","","","","","","","","34.631410","135.578800","","","","","","","","","","","","","","","9999-12-31","","開催日の１か月前より久宝寺緑地管理事務所窓口またはお電話にて受付","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/kyuhojiryokuchi.jpg","","","1","1"
"270008","","","","あつまれ！わんダーランド","","","","","","https://www.instagram.com/wan.der_land/","","","","","","2026-10-12","2026-10-12","","","","","2026-06-24","2026-10-12","","犬のお洋服・グッズ・おやつ販売を中心とした、ペットのマルシェイベント。毎回約70店舗が出店します。","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","あつまれ！わんダーランド","","","","","","https://www.instagram.com/wan.der_land/","","","","","","2026-10-11","2026-10-11","","","","","2026-06-24","2026-10-11","","犬のお洋服・グッズ・おやつ販売を中心とした、ペットのマルシェイベント。毎回約70店舗が出店します。","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","ウィークエンドマーケット","","","","","","https://www.instagram.com/weekendmarket_osaka/","","","","","","2026-10-10","2026-10-10","","","","","2026-06-24","2026-10-10","","食品・ハンドメイド作品・ファッション・雑貨など出店！都会の中の朝市。","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","パスドゥーロ祭り","","","","","","https://nishikinohama-park.com/","","","","","","2026-09-27","2026-09-27","","","","","2026-06-24","2026-09-27","","サッカークラブ、それをサポートする企業、そして花火会社が共同で 子ども達から大人までが笑顔になるようにお祭りを企画。　 『幸せに気づける時間』として5年前から開催。","","","","なし","川元　剛","06-7897-6840","","","","","","","二色の浜公園","","","","","","","","","","34.435700","135.335370","","","","","","","","","","","","","","","9999-12-31","","なし","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nishikinohamakoen2.jpg","","","1","1"
"270008","","","","中秋の名月でお月見会","","","","","","https://yamadaike.osaka-park.or.jp/","","","","","","2026-09-25","2026-09-25","","","","","2026-06-24","2026-09-25","","観月提休憩所をススキなどで飾り付け、中秋の名月を鑑賞します。","","","","無料","山田池公園管理事務所","072-851-4761","","","","","","","山田池公園","","","","","","","","","","34.824500","135.689830","","","","","","","","","","","","","","","9999-12-31","","不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/yamadaikekoen2.jpg","","","1","1"
"270008","","","","園芸の日","","","","","","https://fukakitaryokuchi.jp/","","","","","","2026-09-27","2026-09-27","","","","","2026-06-24","2026-09-27","","水辺のテラスにアジサイ園を皆さんで造るための整備","","","","無料","深北緑地　管理事務所","072-877-7471","","","","","","","深北緑地","","","","","","","","","","34.727350","135.628750","","","","","","","","","","","","","","","9999-12-31","","否","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/fukakitaryokuchi2.jpg","","","1","1"
"270008","","","","まちかどプランツ・花苗植付け","","","","","","https://fukakitaryokuchi.jp/","","","","","","2026-09-13","2026-09-13","","","","","2026-06-24","2026-09-13","","この時期に咲いているお花の苗を植え付ける。","","","","無料","深北緑地 管理事務所","072-877-7471","","","","","","","深北緑地","","","","","","","","","","34.727350","135.628750","","","","","","","","","","","","","","","9999-12-31","","否","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/fukakitaryokuchi2.jpg","","","1","1"
"270008","","","","秋の自然観察会","","","","","","https://nishikori.osaka-park.or.jp","","","","","","2026-09-29","2026-09-29","","","","","2026-06-24","2026-09-29","","河内の里の花々をご案内します。 秋の草花を観察しながら、里内を巡ります。","","","","無料","錦織公園管理事務所","0721-24-1506","","","","","","","錦織公園","","","","","","","","","","34.483470","135.572720","","","","","","","","","","","","","","","9999-12-31","","要事前申込。８月29日（土曜日）９時から錦織公園管理事務所に電話又は来所にて受付開始","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nishikorikoen.jpg","","","1","1"
"270008","","","","森の実習隊","","","","","","https://nishikori.osaka-park.or.jp","","","","","","2026-09-19","2026-09-19","","","","","2026-06-24","2026-09-19","","錦織公園のボランティア錦織フォレスターと、園内の樹林管理作業を行います。","","","","無料","錦織公園管理事務所","0721-24-1506","","","","","","","錦織公園","","","","","","","","","","34.483470","135.572720","","","","","","","","","","","","","","","9999-12-31","","要事前申込。錦織公園管理事務所に電話又は来所にて9時から随時受付","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nishikorikoen.jpg","","","1","1"
"270008","","","","長野公園　蓮アート","","","","","","https://www.toshi-kouen.jp/staticpages/index.php/nagano_top","","","","","","2026-09-12","2026-09-12","","","","","2026-06-24","2026-09-12","","蓮の花托をつかってワークショップを開催します。色とりどりの素材をつかってオリジナル蓮アートを作りましょう。","","","","500円","長野公園管理事務所","0721-62-2772","","","","","","","長野公園","","","","","","","","","","34.448070","135.574490","","","","","","","","","","","","","","","9999-12-31","","長野公園管理事務所までお電話でお申込みください。","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nagano.jpg","","","1","1"
"270008","","","","ウィークエンドマーケット","","","","","","https://www.instagram.com/weekendmarket_osaka/","","","","","","2026-09-12","2026-09-12","","","","","2026-06-24","2026-09-12","","食品・ハンドメイド作品・ファッション・雑貨など出店！都会の中の朝市。 定員","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","あつまれ！わんダーランド","","","","","","https://www.instagram.com/wan.der_land/","","","","","","2026-09-13","2026-09-13","","","","","2026-06-24","2026-09-13","","犬のお洋服・グッズ・おやつ販売を中心とした、ペットのマルシェイベント。毎回約70店舗が出店します。","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","あつまれ！わんダーランド","","","","","","https://www.instagram.com/wan.der_land/","","","","","","2026-09-12","2026-09-12","","","","","2026-06-24","2026-09-12","","犬のお洋服・グッズ・おやつ販売を中心とした、ペットのマルシェイベント。毎回約70店舗が出店します。 定員","","","","無料（物販・ワークショップは有料）","服部緑地管理事務所","06-6862-4945","","","","","","","服部緑地","","","","","","","","","","34.772410","135.482160","","","","","","","","","","","","","","","9999-12-31","","申込不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hattoriryokuchi.jpg","","","1","1"
"270008","","","","【JJSA　全日本選手権　FINAL　Stage二色の浜大会】（予定）","","","","","","https://jjsa.or.jp/tournament/jjsa-%e5%85%a8%e6%97%a5%e6%9c%ac%e9%81%b8%e6%89%8b%e6%a8%a9%e3%80%902026-final-stage%e3%80%91/","","","","","","2026-09-12","2026-09-13","","","","","2026-06-24","2026-09-13","","舞台は、美しい海辺が広がる二色の浜。 全国から集まるトップライダーたちが、熱い戦いを繰り広げます。 スピード・テクニック・迫力満点のライディングを間近で体感できる注目の大会です！ 観戦はもちろん、会場では海辺ならではの雰囲気やグルメも楽しめ、家族連れからマリンスポーツファンまで一日中楽しめます。 この夏、二色の浜が最高潮に盛り上がる――。","","","","なし","競技会運営グループ","050-6868-2752","","","","","","","二色の浜公園","","","","","","","","","","34.435700","135.335370","","","","","","","","","","","","","","","9999-12-31","","観覧者はなし　走者は公式サイトからエントリー","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nishikinohamakoen2.jpg","","","1","1"
"270008","","","","ガサガサ生き物観察大作戦in二色の浜","","","","","","https://nishikinohama-park.com/","","","","","","2026-09-13","2026-09-13","","","","","2026-06-24","2026-09-13","","近木川の河口付近に広がる干潟や汽水ワンドは、海水と淡水が混ざり合う汽水域に位置し、多様な生き物たちが生息する貴重な生態系です。水辺の生き物を間近で観察することができ、地域の自然とふれあいながら生物多様性や水辺環境の大切さを学ぶことができます。","","","","1500円","二色の浜公園管理事務所","072-422-0442","","","","","","","二色の浜公園","","","","","","","","","","34.435700","135.335370","","","","","","","","","","","","","","","9999-12-31","","グーグルフォームから申し込み","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/nishikinohamakoen2.jpg","","","1","1"
"270008","","","","公園の四季を楽しむ散歩倶楽部その4","","","","","","http://neyagawa.osaka-park.or.jp","","","","","","2026-09-07","2026-09-07","","","","","2026-06-24","2026-09-07","","公園の中をゆっくり散歩しながら ちいさな秋を探します","","","","無料（駐車場は有料）","寝屋川公園管理事務所","072-824-8800","","","","","","","寝屋川公園","","","","","","","","","","34.760390","135.652220","","","","","","","","","","","","","","","9999-12-31","","開催の一ヶ月前より公園管理事務所にて電話か来所で事前受付開始","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/neyagawakoen2.jpg","","","1","1"
"270008","","","","どんぐり遊び","","","","","","https://hiraoka.osaka-park.or.jp/","","","","","","2026-10-25","2026-10-25","","","","","2026-06-24","2026-10-25","","どんぐりを探して、どんぐりで遊ぶ（どんぐり工作等）","","","","大人:300円・小人:100円","枚岡公園管理事務所","072-981-2516","","","","","","","枚岡公園","","","","","","","","","","34.674790","135.654910","","","","","","","","","","","","","","","9999-12-31","","令和８年１０月１日（木）午前１０時から電話に受付開始。定員になり次第受付終了（先着順）","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hiraokakoen2.jpg","","","1","1"
"270008","","","","枚岡公園ウォークラリー","","","","","","https://hiraoka.osaka-park.or.jp/","","","","","","2026-09-19","2026-09-22","","","","","2026-06-24","2026-09-22","","園内の5か所に設置したラリーポイントの文字を並べ替えると、ある言葉になります。 正解の方、各日先着20名様に公園協会オリジナルグッズを差し上げます。（合計80名様）","","","","無料","枚岡公園管理事務所","072-981-2516","","","","","","","枚岡公園","","","","","","","","","","34.674790","135.654910","","","","","","","","","","","","","","","9999-12-31","","当日管理事務所にて参加用紙を配布","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/hiraokakoen2.jpg","","","1","1"
"270008","","","","りんくう公園サップとパドルボート貸出","","","","","","https://rinku.osaka-park.or.jp/","","","","","","2026-04-25","2026-09-27","","","","","2026-06-24","2026-09-27","","外海の影響が少ない内海で、サップとパドルボートを楽しみませんか？","","","","サップ￥1500（60分）　パドルボート￥300（20分）","りんくう公園管理事務所","072-469-7717","","","","","","","りんくう公園","","","","","","","","","","34.411920","135.293940","","","","","","","","","","","","","","","9999-12-31","","事前予約制（利用日30日前より電話またはりんくう公園HP内予約フォーム）　※パドルボートのみ、当日空きがあれば内海でも予約可能","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/rinkukoen.jpg","","","1","1"
"270008","","","","せんなん里海フォトコンテスト","","","","","","https://sennan.osaka-park.or.jp/event/","","","","","","2026-04-01","2026-10-31","","","","","2026-06-24","2026-10-31","","せんなん里海公園で撮影された美しい風景や人物、お気に入りの場所など、公園の魅力を写真に撮ってご応募ください 優秀作品にはくQUOカードと駐車場サービス券を贈呈（該当者がない場合もあります）","","","","無","せんなん里海公園管理事務所","072-494-2626","","","","","","","せんなん里海公園","","","","","","","","","","34.336560","135.192030","","","","","","","","","","","","","","","9999-12-31","","下記メールアドレスより応募いただけます。タイトル・住所・名前・連絡先を記載のこと。お一人様1点まで　sennansatoumi-yoyakukakunin@osaka-park.or.jp","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/sennansatoumikoen.jpg","","","1","1"
"270008","","","","第12回りんくう公園デジタルフォトコンテスト","","","","","","https://rinku.osaka-park.or.jp/photocontest-requirement","","","","","","2026-04-01","2026-10-15","","","","","2026-06-24","2026-10-15","","第12回テーマ 魚庭（なにわ）の海の情景など「豊かな海」を連想させる作品を募集","","","","なし","りんくう公園管理事務所","072-469-7717","","","","","","","りんくう公園","","","","","","","","","","34.411920","135.293940","","","","","","","","","","","","","","","9999-12-31","","不要","9999-12-31","","","","","","","","","https://www.pref.osaka.lg.jp/images/87148/rinkukoen.jpg","","","1","1"
